Circle, white, A, black
Rectangle, brown, Z, white
Rectangle, brown, 0, white
Rectangle, brown, 1, white
Rectangle, brown, 2, white
Rectangle, brown, 3, white
Rectangle, brown, 4, white
Rectangle, brown, 5, white
Rectangle, brown, 6, white
Rectangle, brown, 7, white
Rectangle, brown, 8, white
Rectangle, brown, 9, white
Rectangle, brown, A, black
Rectangle, brown, B, black
Rectangle, brown, C, black
Rectangle, brown, D, black
Rectangle, brown, E, black
Rectangle, brown, F, black
Rectangle, brown, G, black
Rectangle, brown, H, black
Rectangle, brown, I, black
Rectangle, brown, J, black
Rectangle, brown, K, black
Rectangle, brown, L, black
Rectangle, brown, M, black
Rectangle, brown, N, black
Rectangle, brown, O, black
Rectangle, brown, P, black
Rectangle, brown, Q, black
Rectangle, brown, R, black
Rectangle, brown, S, black
Rectangle, brown, T, black
Rectangle, brown, U, black
Rectangle, brown, V, black
Rectangle, brown, W, black
Rectangle, brown, X, black
Rectangle, brown, Y, black
Rectangle, brown, Z, black
Rectangle, brown, 0, black
Rectangle, brown, 1, black
Rectangle, brown, 2, black
Rectangle, brown, 3, black
Rectangle, brown, 4, black
Rectangle, brown, 5, black
Rectangle, brown, 6, black
Rectangle, brown, 7, black
Rectangle, brown, 8, black
Rectangle, brown, 9, black
Rectangle, brown, A, red
Rectangle, brown, B, red
Rectangle, brown, C, red
Rectangle, brown, D, red
Rectangle, brown, E, red
Rectangle, brown, F, red
Rectangle, brown, G, red
Rectangle, brown, H, red
Rectangle, brown, I, red
Rectangle, brown, J, red
Rectangle, brown, K, red
Rectangle, brown, L, red
Rectangle, brown, M, red
Rectangle, brown, N, red
Rectangle, brown, O, red
Rectangle, brown, P, red
Rectangle, brown, Q, red
Rectangle, brown, R, red
Rectangle, brown, S, red
Rectangle, brown, T, red
Rectangle, brown, U, red
Rectangle, brown, V, red
Rectangle, brown, W, red
Rectangle, brown, X, red
Rectangle, brown, Y, red
Rectangle, brown, Z, red
Rectangle, brown, 0, red
Rectangle, brown, 1, red
Rectangle, brown, 2, red
Rectangle, brown, 3, red
Rectangle, brown, 4, red
Rectangle, brown, 5, red
Rectangle, brown, 6, red
Rectangle, brown, 7, red
Rectangle, brown, 8, red
Rectangle, brown, 9, red
Rectangle, brown, A, blue
Rectangle, brown, B, blue
Rectangle, brown, C, blue
Rectangle, brown, D, blue
Rectangle, brown, E, blue
Rectangle, brown, F, blue
Rectangle, brown, G, blue
Rectangle, brown, H, blue
Rectangle, brown, I, blue
Rectangle, brown, J, blue
Rectangle, brown, K, blue
Rectangle, brown, L, blue
Rectangle, brown, M, blue
Rectangle, brown, N, blue
Rectangle, brown, O, blue
Rectangle, brown, P, blue
Rectangle, brown, Q, blue
Rectangle, brown, R, blue
Rectangle, brown, S, blue
Rectangle, brown, T, blue
Rectangle, brown, U, blue
Rectangle, brown, V, blue
Rectangle, brown, W, blue
Rectangle, brown, X, blue
Rectangle, brown, Y, blue
Rectangle, brown, Z, blue
Rectangle, brown, 0, blue
Rectangle, brown, 1, blue
Rectangle, brown, 2, blue
Rectangle, brown, 3, blue
Rectangle, brown, 4, blue
Rectangle, brown, 5, blue
Rectangle, brown, 6, blue
Rectangle, brown, 7, blue
Rectangle, brown, 8, blue
Rectangle, brown, 9, blue
Rectangle, brown, A, green
Rectangle, brown, B, green
Rectangle, brown, C, green
Rectangle, brown, D, green
Rectangle, brown, E, green
Rectangle, brown, F, green
Rectangle, brown, G, green
Rectangle, brown, H, green
Rectangle, brown, I, green
Rectangle, brown, J, green
Rectangle, brown, K, green
Rectangle, brown, L, green
Rectangle, brown, M, green
Rectangle, brown, N, green
Rectangle, brown, O, green
Rectangle, brown, P, green
Rectangle, brown, Q, green
Rectangle, brown, R, green
Rectangle, brown, S, green
Rectangle, brown, T, green
Rectangle, brown, U, green
Rectangle, brown, V, green
Rectangle, brown, W, green
Rectangle, brown, X, green
Rectangle, brown, Y, green
Rectangle, brown, Z, green
Rectangle, brown, 0, green
Rectangle, brown, 1, green
Rectangle, brown, 2, green
Rectangle, brown, 3, green
Rectangle, brown, 4, green
Rectangle, brown, 5, green
Rectangle, brown, 6, green
Rectangle, brown, 7, green
Rectangle, brown, 8, green
Rectangle, brown, 9, green
Rectangle, brown, A, purple
Rectangle, brown, B, purple
Rectangle, brown, C, purple
Rectangle, brown, D, purple
Rectangle, brown, E, purple
Rectangle, brown, F, purple
Rectangle, brown, G, purple
Rectangle, brown, H, purple
Rectangle, brown, I, purple
Rectangle, brown, J, purple
Rectangle, brown, K, purple
Rectangle, brown, L, purple
Rectangle, brown, M, purple
Rectangle, brown, N, purple
Rectangle, brown, O, purple
Rectangle, brown, P, purple
Rectangle, brown, Q, purple
Rectangle, brown, R, purple
Rectangle, brown, S, purple
Rectangle, brown, T, purple
Rectangle, brown, U, purple
Rectangle, brown, V, purple
Rectangle, brown, W, purple
Rectangle, brown, X, purple
Rectangle, brown, Y, purple
Rectangle, brown, Z, purple
Rectangle, brown, 0, purple
Rectangle, brown, 1, purple
Rectangle, brown, 2, purple
Rectangle, brown, 3, purple
Rectangle, brown, 4, purple
Rectangle, brown, 5, purple
Rectangle, brown, 6, purple
Rectangle, brown, 7, purple
Rectangle, brown, 8, purple
Rectangle, brown, 9, purple
Rectangle, brown, A, orange
Rectangle, brown, B, orange
Rectangle, brown, C, orange
Rectangle, brown, D, orange
Rectangle, brown, E, orange
Rectangle, brown, F, orange
Rectangle, brown, G, orange
Rectangle, brown, H, orange
Rectangle, brown, I, orange
Rectangle, brown, J, orange
Rectangle, brown, K, orange
Rectangle, brown, L, orange
Rectangle, brown, M, orange
Rectangle, brown, N, orange
Rectangle, brown, O, orange
Rectangle, brown, P, orange
Rectangle, brown, Q, orange
Rectangle, brown, R, orange
Rectangle, brown, S, orange
Rectangle, brown, T, orange
Rectangle, brown, U, orange
Rectangle, brown, V, orange
Rectangle, brown, W, orange
Rectangle, brown, X, orange
Rectangle, brown, Y, orange
Rectangle, brown, Z, orange
Rectangle, brown, 0, orange
Rectangle, brown, 1, orange
Rectangle, brown, 2, orange
Rectangle, brown, 3, orange
Rectangle, brown, 4, orange
Rectangle, brown, 5, orange
Rectangle, brown, 6, orange
Rectangle, brown, 7, orange
Rectangle, brown, 8, orange
Rectangle, brown, 9, orange
Rectangle, orange, A, white
Rectangle, orange, B, white
Rectangle, orange, C, white
Rectangle, orange, D, white
Rectangle, orange, E, white
Rectangle, orange, F, white
Rectangle, orange, G, white
Rectangle, orange, H, white
Rectangle, orange, I, white
Rectangle, orange, J, white
Rectangle, orange, K, white
Rectangle, orange, L, white
Rectangle, orange, M, white
Rectangle, orange, N, white
Rectangle, orange, O, white
Rectangle, orange, P, white
Rectangle, orange, Q, white
Rectangle, orange, R, white
Rectangle, orange, S, white
Rectangle, orange, T, white
Rectangle, orange, U, white
Rectangle, orange, V, white
Rectangle, orange, W, white
Rectangle, orange, X, white
Rectangle, orange, Y, white
Rectangle, orange, Z, white
Rectangle, orange, 0, white
Rectangle, orange, 1, white
Rectangle, orange, 2, white
Rectangle, orange, 3, white
Rectangle, orange, 4, white
Rectangle, orange, 5, white
Rectangle, orange, 6, white
Rectangle, orange, 7, white
Rectangle, orange, 8, white
Rectangle, orange, 9, white
Rectangle, orange, A, black
Rectangle, orange, B, black
Rectangle, orange, C, black
Rectangle, orange, D, black
Rectangle, orange, E, black
Rectangle, orange, F, black
Rectangle, orange, G, black
Rectangle, orange, H, black
Rectangle, orange, I, black
Rectangle, orange, J, black
Rectangle, orange, K, black
Rectangle, orange, L, black
Rectangle, orange, M, black
Rectangle, orange, N, black
Rectangle, orange, O, black
Rectangle, orange, P, black
Rectangle, orange, Q, black
Rectangle, orange, R, black
Rectangle, orange, S, black
Rectangle, orange, T, black
Rectangle, orange, U, black
Rectangle, orange, V, black
Rectangle, orange, W, black
Rectangle, orange, X, black
Rectangle, orange, Y, black
Rectangle, orange, Z, black
Rectangle, orange, 0, black
Rectangle, orange, 1, black
Rectangle, orange, 2, black
Rectangle, orange, 3, black
Rectangle, orange, 4, black
Rectangle, orange, 5, black
Rectangle, orange, 6, black
Rectangle, orange, 7, black
Rectangle, orange, 8, black
Rectangle, orange, 9, black
Rectangle, orange, A, red
Rectangle, orange, B, red
Rectangle, orange, C, red
Rectangle, orange, D, red
Rectangle, orange, E, red
Rectangle, orange, F, red
Rectangle, orange, G, red
Rectangle, orange, H, red
Rectangle, orange, I, red
Rectangle, orange, J, red
Rectangle, orange, K, red
Rectangle, orange, L, red
Rectangle, orange, M, red
Rectangle, orange, N, red
Rectangle, orange, O, red
Rectangle, orange, P, red
Rectangle, orange, Q, red
Rectangle, orange, R, red
Rectangle, orange, S, red
Rectangle, orange, T, red
Rectangle, orange, U, red
Rectangle, orange, V, red
Rectangle, orange, W, red
Rectangle, orange, X, red
Rectangle, orange, Y, red
Rectangle, orange, Z, red
Rectangle, orange, 0, red
Rectangle, orange, 1, red
Rectangle, orange, 2, red
Rectangle, orange, 3, red
Rectangle, orange, 4, red
Rectangle, orange, 5, red
Rectangle, orange, 6, red
Rectangle, orange, 7, red
Rectangle, orange, 8, red
Rectangle, orange, 9, red
Rectangle, orange, A, blue
Rectangle, orange, B, blue
Rectangle, orange, C, blue
Rectangle, orange, D, blue
Rectangle, orange, E, blue
Rectangle, orange, F, blue
Rectangle, orange, G, blue
Rectangle, orange, H, blue
Rectangle, orange, I, blue
Rectangle, orange, J, blue
Rectangle, orange, K, blue
Rectangle, orange, L, blue
Rectangle, orange, M, blue
Rectangle, orange, N, blue
Rectangle, orange, O, blue
Rectangle, orange, P, blue
Rectangle, orange, Q, blue
Rectangle, orange, R, blue
Rectangle, orange, S, blue
Rectangle, orange, T, blue
Rectangle, orange, U, blue
Rectangle, orange, V, blue
Rectangle, orange, W, blue
Rectangle, orange, X, blue
Rectangle, orange, Y, blue
Rectangle, orange, Z, blue
Rectangle, orange, 0, blue
Rectangle, orange, 1, blue
Rectangle, orange, 2, blue
Rectangle, orange, 3, blue
Rectangle, orange, 4, blue
Rectangle, orange, 5, blue
Rectangle, orange, 6, blue
Rectangle, orange, 7, blue
Rectangle, orange, 8, blue
Rectangle, orange, 9, blue
Rectangle, orange, A, green
Rectangle, orange, B, green
Rectangle, orange, C, green
Rectangle, orange, D, green
Rectangle, orange, E, green
Rectangle, orange, F, green
Rectangle, orange, G, green
Rectangle, orange, H, green
Rectangle, orange, I, green
Rectangle, orange, J, green
Rectangle, orange, K, green
Rectangle, orange, L, green
Rectangle, orange, M, green
Rectangle, orange, N, green
Rectangle, orange, O, green
Rectangle, orange, P, green
Rectangle, orange, Q, green
Rectangle, orange, R, green
Rectangle, orange, S, green
Rectangle, orange, T, green
Rectangle, orange, U, green
Rectangle, orange, V, green
Rectangle, orange, W, green
Rectangle, orange, X, green
Rectangle, orange, Y, green
Rectangle, orange, Z, green
Rectangle, orange, 0, green
Rectangle, orange, 1, green
Rectangle, orange, 2, green
Rectangle, orange, 3, green
Rectangle, orange, 4, green
Rectangle, orange, 5, green
Rectangle, orange, 6, green
Rectangle, orange, 7, green
Rectangle, orange, 8, green
Rectangle, orange, 9, green
Rectangle, orange, A, purple
Rectangle, orange, B, purple
Rectangle, orange, C, purple
Rectangle, orange, D, purple
Rectangle, orange, E, purple
Rectangle, orange, F, purple
Rectangle, orange, G, purple
Rectangle, orange, H, purple
Rectangle, orange, I, purple
Rectangle, orange, J, purple
Rectangle, orange, K, purple
Rectangle, orange, L, purple
Rectangle, orange, M, purple
Rectangle, orange, N, purple
Rectangle, orange, O, purple
Rectangle, orange, P, purple
Rectangle, orange, Q, purple
Rectangle, orange, R, purple
Rectangle, orange, S, purple
Rectangle, orange, T, purple
Rectangle, orange, U, purple
Rectangle, orange, V, purple
Rectangle, orange, W, purple
Rectangle, orange, X, purple
Rectangle, orange, Y, purple
Rectangle, orange, Z, purple
Rectangle, orange, 0, purple
Rectangle, orange, 1, purple
Rectangle, orange, 2, purple
Rectangle, orange, 3, purple
Rectangle, orange, 4, purple
Rectangle, orange, 5, purple
Rectangle, orange, 6, purple
Rectangle, orange, 7, purple
Rectangle, orange, 8, purple
Rectangle, orange, 9, purple
Rectangle, orange, A, brown
Rectangle, orange, B, brown
Rectangle, orange, C, brown
Rectangle, orange, D, brown
Rectangle, orange, E, brown
Rectangle, orange, F, brown
Rectangle, orange, G, brown
Rectangle, orange, H, brown
Rectangle, orange, I, brown
Rectangle, orange, J, brown
Rectangle, orange, K, brown
Rectangle, orange, L, brown
Rectangle, orange, M, brown
Rectangle, orange, N, brown
Rectangle, orange, O, brown
Rectangle, orange, P, brown
Rectangle, orange, Q, brown
Rectangle, orange, R, brown
Rectangle, orange, S, brown
Rectangle, orange, T, brown
Rectangle, orange, U, brown
Rectangle, orange, V, brown
Rectangle, orange, W, brown
Rectangle, orange, X, brown
Rectangle, orange, Y, brown
Rectangle, orange, Z, brown
Rectangle, orange, 0, brown
Rectangle, orange, 1, brown
Rectangle, orange, 2, brown
Rectangle, orange, 3, brown
Rectangle, orange, 4, brown
Rectangle, orange, 5, brown
Rectangle, orange, 6, brown
Rectangle, orange, 7, brown
Rectangle, orange, 8, brown
Rectangle, orange, 9, brown
Cross, white, A, black
Cross, white, B, black
Cross, white, C, black
Cross, white, D, black
Cross, white, E, black
Cross, white, F, black
Cross, white, G, black
Cross, white, H, black
Cross, white, I, black
Cross, white, J, black
Cross, white, K, black
Cross, white, L, black
Cross, white, M, black
Cross, white, N, black
Cross, white, O, black
Cross, white, P, black
Cross, white, Q, black
Cross, white, R, black
Cross, white, S, black
Cross, white, T, black
Cross, white, U, black
Cross, white, V, black
Cross, white, W, black
Cross, white, X, black
Cross, white, Y, black
Cross, white, Z, black
Cross, white, 0, black
Cross, white, 1, black
Cross, white, 2, black
Cross, white, 3, black
Cross, white, 4, black
Cross, white, 5, black
Cross, white, 6, black
Cross, white, 7, black
Cross, white, 8, black
Cross, white, 9, black
Cross, white, A, red
Cross, white, B, red
Cross, white, C, red
Cross, white, D, red
Cross, white, E, red
Cross, white, F, red
Cross, white, G, red
Cross, white, H, red
Cross, white, I, red
Cross, white, J, red
Cross, white, K, red
Cross, white, L, red
Cross, white, M, red
Cross, white, N, red
Cross, white, O, red
Cross, white, P, red
Cross, white, Q, red
Cross, white, R, red
Cross, white, S, red
Cross, white, T, red
Cross, white, U, red
Cross, white, V, red
Cross, white, W, red
Cross, white, X, red
Cross, white, Y, red
Cross, white, Z, red
Cross, white, 0, red
Cross, white, 1, red
Cross, white, 2, red
Cross, white, 3, red
Cross, white, 4, red
Cross, white, 5, red
Cross, white, 6, red
Cross, white, 7, red
Cross, white, 8, red
Cross, white, 9, red
Cross, white, A, blue
Cross, white, B, blue
Cross, white, C, blue
Cross, white, D, blue
Cross, white, E, blue
Cross, white, F, blue
Cross, white, G, blue
Cross, white, H, blue
Cross, white, I, blue
Cross, white, J, blue
Cross, white, K, blue
Cross, white, L, blue
Cross, white, M, blue
Cross, white, N, blue
Cross, white, O, blue
Cross, white, P, blue
Cross, white, Q, blue
Cross, white, R, blue
Cross, white, S, blue
Cross, white, T, blue
Cross, white, U, blue
Cross, white, V, blue
Cross, white, W, blue
Cross, white, X, blue
Cross, white, Y, blue
Cross, white, Z, blue
Cross, white, 0, blue
Cross, white, 1, blue
Cross, white, 2, blue
Cross, white, 3, blue
Cross, white, 4, blue
Cross, white, 5, blue
Cross, white, 6, blue
Cross, white, 7, blue
Cross, white, 8, blue
Cross, white, 9, blue
Cross, white, A, green
Cross, white, B, green
Cross, white, C, green
Cross, white, D, green
Cross, white, E, green
Cross, white, F, green
Cross, white, G, green
Cross, white, H, green
Cross, white, I, green
Cross, white, J, green
Cross, white, K, green
Cross, white, L, green
Cross, white, M, green
Cross, white, N, green
Cross, white, O, green
Cross, white, P, green
Cross, white, Q, green
Cross, white, R, green
Cross, white, S, green
Cross, white, T, green
Cross, white, U, green
Cross, white, V, green
Cross, white, W, green
Cross, white, X, green
Cross, white, Y, green
Cross, white, Z, green
Cross, white, 0, green
Cross, white, 1, green
Cross, white, 2, green
Cross, white, 3, green
Cross, white, 4, green
Cross, white, 5, green
Cross, white, 6, green
Cross, white, 7, green
Cross, white, 8, green
Cross, white, 9, green
Cross, white, A, purple
Cross, white, B, purple
Cross, white, C, purple
Cross, white, D, purple
Cross, white, E, purple
Cross, white, F, purple
Cross, white, G, purple
Cross, white, H, purple
Cross, white, I, purple
Cross, white, J, purple
Cross, white, K, purple
Cross, white, L, purple
Cross, white, M, purple
Cross, white, N, purple
Cross, white, O, purple
Cross, white, P, purple
Cross, white, Q, purple
Cross, white, R, purple
Cross, white, S, purple
Cross, white, T, purple
Cross, white, U, purple
Cross, white, V, purple
Cross, white, W, purple
Cross, white, X, purple
Cross, white, Y, purple
Cross, white, Z, purple
Cross, white, 0, purple
Cross, white, 1, purple
Cross, white, 2, purple
Cross, white, 3, purple
Cross, white, 4, purple
Cross, white, 5, purple
Cross, white, 6, purple
Cross, white, 7, purple
Cross, white, 8, purple
Cross, white, 9, purple
Cross, white, A, brown
Cross, white, B, brown
Cross, white, C, brown
Cross, white, D, brown
Cross, white, E, brown
Cross, white, F, brown
Cross, white, G, brown
Cross, white, H, brown
Cross, white, I, brown
Cross, white, J, brown
Cross, white, K, brown
Cross, white, L, brown
Cross, white, M, brown
Cross, white, N, brown
Cross, white, O, brown
Cross, white, P, brown
Cross, white, Q, brown
Cross, white, R, brown
Cross, white, S, brown
Cross, white, T, brown
Cross, white, U, brown
Cross, white, V, brown
Cross, white, W, brown
Cross, white, X, brown
Cross, white, Y, brown
Cross, white, Z, brown
Cross, white, 0, brown
Cross, white, 1, brown
Cross, white, 2, brown
Cross, white, 3, brown
Cross, white, 4, brown
Cross, white, 5, brown
Cross, white, 6, brown
Cross, white, 7, brown
Cross, white, 8, brown
Cross, white, 9, brown
Cross, white, A, orange
Cross, white, B, orange
Cross, white, C, orange
Cross, white, D, orange
Cross, white, E, orange
Cross, white, F, orange
Cross, white, G, orange
Cross, white, H, orange
Cross, white, I, orange
Cross, white, J, orange
Cross, white, K, orange
Cross, white, L, orange
Cross, white, M, orange
Cross, white, N, orange
Cross, white, O, orange
Cross, white, P, orange
Cross, white, Q, orange
Cross, white, R, orange
Cross, white, S, orange
Cross, white, T, orange
Cross, white, U, orange
Cross, white, V, orange
Cross, white, W, orange
Cross, white, X, orange
Cross, white, Y, orange
Cross, white, Z, orange
Cross, white, 0, orange
Cross, white, 1, orange
Cross, white, 2, orange
Cross, white, 3, orange
Cross, white, 4, orange
Cross, white, 5, orange
Cross, white, 6, orange
Cross, white, 7, orange
Cross, white, 8, orange
Cross, white, 9, orange
Cross, black, A, white
Cross, black, B, white
Cross, black, C, white
Cross, black, D, white
Cross, black, E, white
Cross, black, F, white
Cross, black, G, white
Cross, black, H, white
Cross, black, I, white
Cross, black, J, white
Cross, black, K, white
Cross, black, L, white
Cross, black, M, white
Cross, black, N, white
Cross, black, O, white
Cross, black, P, white
Cross, black, Q, white
Cross, black, R, white
Cross, black, S, white
Cross, black, T, white
Cross, black, U, white
Cross, black, V, white
Cross, black, W, white
Cross, black, X, white
Cross, black, Y, white
Cross, black, Z, white
Cross, black, 0, white
Cross, black, 1, white
Cross, black, 2, white
Cross, black, 3, white
Cross, black, 4, white
Cross, black, 5, white
Cross, black, 6, white
Cross, black, 7, white
Cross, black, 8, white
Cross, black, 9, white
Cross, black, A, red
Cross, black, B, red
Cross, black, C, red
Cross, black, D, red
Cross, black, E, red
Cross, black, F, red
Cross, black, G, red
Cross, black, H, red
Cross, black, I, red
Cross, black, J, red
Cross, black, K, red
Cross, black, L, red
Cross, black, M, red
Cross, black, N, red
Cross, black, O, red
Cross, black, P, red
Cross, black, Q, red
Cross, black, R, red
Cross, black, S, red
Cross, black, T, red
Cross, black, U, red
Cross, black, V, red
Cross, black, W, red
Cross, black, X, red
Cross, black, Y, red
Cross, black, Z, red
Cross, black, 0, red
Cross, black, 1, red
Cross, black, 2, red
Cross, black, 3, red
Cross, black, 4, red
Cross, black, 5, red
Cross, black, 6, red
Cross, black, 7, red
Cross, black, 8, red
Cross, black, 9, red
Cross, black, A, blue
Cross, black, B, blue
Cross, black, C, blue
Cross, black, D, blue
Cross, black, E, blue
Cross, black, F, blue
Cross, black, G, blue
Cross, black, H, blue
Cross, black, I, blue
Cross, black, J, blue
Cross, black, K, blue
Cross, black, L, blue
Cross, black, M, blue
Cross, black, N, blue
Cross, black, O, blue
Cross, black, P, blue
Cross, black, Q, blue
Cross, black, R, blue
Cross, black, S, blue
Cross, black, T, blue
Cross, black, U, blue
Cross, black, V, blue
Cross, black, W, blue
Cross, black, X, blue
Cross, black, Y, blue
Cross, black, Z, blue
Cross, black, 0, blue
Cross, black, 1, blue
Cross, black, 2, blue
Cross, black, 3, blue
Cross, black, 4, blue
Cross, black, 5, blue
Cross, black, 6, blue
Cross, black, 7, blue
Cross, black, 8, blue
Cross, black, 9, blue
Cross, black, A, green
Cross, black, B, green
Cross, black, C, green
Cross, black, D, green
Cross, black, E, green
Cross, black, F, green
Cross, black, G, green
Cross, black, H, green
Cross, black, I, green
Cross, black, J, green
Cross, black, K, green
Cross, black, L, green
Cross, black, M, green
Cross, black, N, green
Cross, black, O, green
Cross, black, P, green
Cross, black, Q, green
Cross, black, R, green
Cross, black, S, green
Cross, black, T, green
Cross, black, U, green
Cross, black, V, green
Cross, black, W, green
Cross, black, X, green
Cross, black, Y, green
Cross, black, Z, green
Cross, black, 0, green
Cross, black, 1, green
Cross, black, 2, green
Cross, black, 3, green
Cross, black, 4, green
Cross, black, 5, green
Cross, black, 6, green
Cross, black, 7, green
Cross, black, 8, green
Cross, black, 9, green
Cross, black, A, purple
Cross, black, B, purple
Cross, black, C, purple
Cross, black, D, purple
Cross, black, E, purple
Cross, black, F, purple
Cross, black, G, purple
Cross, black, H, purple
Cross, black, I, purple
Cross, black, J, purple
Cross, black, K, purple
Cross, black, L, purple
Cross, black, M, purple
Cross, black, N, purple
Cross, black, O, purple
Cross, black, P, purple
Cross, black, Q, purple
Cross, black, R, purple
Cross, black, S, purple
Cross, black, T, purple
Cross, black, U, purple
Cross, black, V, purple
Cross, black, W, purple
Cross, black, X, purple
Cross, black, Y, purple
Cross, black, Z, purple
Cross, black, 0, purple
Cross, black, 1, purple
Cross, black, 2, purple
Cross, black, 3, purple
Cross, black, 4, purple
Cross, black, 5, purple
Cross, black, 6, purple
Cross, black, 7, purple
Cross, black, 8, purple
Cross, black, 9, purple
Cross, black, A, brown
Cross, black, B, brown
Cross, black, C, brown
Cross, black, D, brown
Cross, black, E, brown
Cross, black, F, brown
Cross, black, G, brown
Cross, black, H, brown
Cross, black, I, brown
Cross, black, J, brown
Cross, black, K, brown
Cross, black, L, brown
Cross, black, M, brown
Cross, black, N, brown
Cross, black, O, brown
Cross, black, P, brown
Cross, black, Q, brown
Cross, black, R, brown
Cross, black, S, brown
Cross, black, T, brown
Cross, black, U, brown
Cross, black, V, brown
Cross, black, W, brown
Cross, black, X, brown
Cross, black, Y, brown
Cross, black, Z, brown
Cross, black, 0, brown
Cross, black, 1, brown
Cross, black, 2, brown
Cross, black, 3, brown
Cross, black, 4, brown
Cross, black, 5, brown
Cross, black, 6, brown
Cross, black, 7, brown
Cross, black, 8, brown
Cross, black, 9, brown
Cross, black, A, orange
Cross, black, B, orange
Cross, black, C, orange
Cross, black, D, orange
Cross, black, E, orange
Cross, black, F, orange
Cross, black, G, orange
Cross, black, H, orange
Cross, black, I, orange
Cross, black, J, orange
Cross, black, K, orange
Cross, black, L, orange
Cross, black, M, orange
Cross, black, N, orange
Cross, black, O, orange
Cross, black, P, orange
Cross, black, Q, orange
Cross, black, R, orange
Cross, black, S, orange
Cross, black, T, orange
Cross, black, U, orange
Cross, black, V, orange
Cross, black, W, orange
Cross, black, X, orange
Cross, black, Y, orange
Cross, black, Z, orange
Cross, black, 0, orange
Cross, black, 1, orange
Cross, black, 2, orange
Cross, black, 3, orange
Cross, black, 4, orange
Cross, black, 5, orange
Cross, black, 6, orange
Cross, black, 7, orange
Cross, black, 8, orange
Cross, black, 9, orange
Cross, red, A, white
Cross, red, B, white
Cross, red, C, white
Cross, red, D, white
Cross, red, E, white
Cross, red, F, white
Cross, red, G, white
Cross, red, H, white
Cross, red, I, white
Cross, red, J, white
Cross, red, K, white
Cross, red, L, white
Cross, red, M, white
Cross, red, N, white
Cross, red, O, white
Cross, red, P, white
Cross, red, Q, white
Cross, red, R, white
Cross, red, S, white
Cross, red, T, white
Cross, red, U, white
Cross, red, V, white
Cross, red, W, white
Cross, red, X, white
Cross, red, Y, white
Cross, red, Z, white
Cross, red, 0, white
Cross, red, 1, white
Cross, red, 2, white
Cross, red, 3, white
Cross, red, 4, white
Cross, red, 5, white
Cross, red, 6, white
Cross, red, 7, white
Cross, red, 8, white
Cross, red, 9, white
Cross, red, A, black
Cross, red, B, black
Cross, red, C, black
Cross, red, D, black
Cross, red, E, black
Cross, red, F, black
Cross, red, G, black
Cross, red, H, black
Cross, red, I, black
Cross, red, J, black
Cross, red, K, black
Cross, red, L, black
Cross, red, M, black
Cross, red, N, black
Cross, red, O, black
Cross, red, P, black
Cross, red, Q, black
Cross, red, R, black
Cross, red, S, black
Cross, red, T, black
Cross, red, U, black
Cross, red, V, black
Cross, red, W, black
Cross, red, X, black
Cross, red, Y, black
Cross, red, Z, black
Cross, red, 0, black
Cross, red, 1, black
Cross, red, 2, black
Cross, red, 3, black
Cross, red, 4, black
Cross, red, 5, black
Cross, red, 6, black
Cross, red, 7, black
Cross, red, 8, black
Cross, red, 9, black
Cross, red, A, blue
Cross, red, B, blue
Cross, red, C, blue
Cross, red, D, blue
Cross, red, E, blue
Cross, red, F, blue
Cross, red, G, blue
Cross, red, H, blue
Cross, red, I, blue
Cross, red, J, blue
Cross, red, K, blue
Cross, red, L, blue
Cross, red, M, blue
Cross, red, N, blue
Cross, red, O, blue
Cross, red, P, blue
Cross, red, Q, blue
Cross, red, R, blue
Cross, red, S, blue
Cross, red, T, blue
Cross, red, U, blue
Cross, red, V, blue
Cross, red, W, blue
Cross, red, X, blue
Cross, red, Y, blue
Cross, red, Z, blue
Cross, red, 0, blue
Cross, red, 1, blue
Cross, red, 2, blue
Cross, red, 3, blue
Cross, red, 4, blue
Cross, red, 5, blue
Cross, red, 6, blue
Cross, red, 7, blue
Cross, red, 8, blue
Cross, red, 9, blue
Cross, red, A, green
Cross, red, B, green
Cross, red, C, green
Cross, red, D, green
Cross, red, E, green
Cross, red, F, green
Cross, red, G, green
Cross, red, H, green
Cross, red, I, green
Cross, red, J, green
Cross, red, K, green
Cross, red, L, green
Cross, red, M, green
Cross, red, N, green
Cross, red, O, green
Cross, red, P, green
Cross, red, Q, green
Cross, red, R, green
Cross, red, S, green
Cross, red, T, green
Cross, red, U, green
Cross, red, V, green
Cross, red, W, green
Cross, red, X, green
Cross, red, Y, green
Cross, red, Z, green
Cross, red, 0, green
Cross, red, 1, green
Cross, red, 2, green
Cross, red, 3, green
Cross, red, 4, green
Cross, red, 5, green
Cross, red, 6, green
Cross, red, 7, green
Cross, red, 8, green
Cross, red, 9, green
Cross, red, A, purple
Cross, red, B, purple
Cross, red, C, purple
Cross, red, D, purple
Cross, red, E, purple
Cross, red, F, purple
Cross, red, G, purple
Cross, red, H, purple
Cross, red, I, purple
Cross, red, J, purple
Cross, red, K, purple
Cross, red, L, purple
Cross, red, M, purple
Cross, red, N, purple
Cross, red, O, purple
Cross, red, P, purple
Cross, red, Q, purple
Cross, red, R, purple
Cross, red, S, purple
Cross, red, T, purple
Cross, red, U, purple
Cross, red, V, purple
Cross, red, W, purple
Cross, red, X, purple
Cross, red, Y, purple
Cross, red, Z, purple
Cross, red, 0, purple
Cross, red, 1, purple
Cross, red, 2, purple
